Registro;Versão;Data;Hora;Evento;Info;Descrição;
004992;08.08;14/01/25;19:06:14;PWN Internal Log                ;_A0_03_03_03_03;????;
004993;08.08;14/01/25;19:06:37;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004994;08.08;14/01/25;19:06:41;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004995;08.08;14/01/25;19:06:41;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004996;08.08;14/01/25;19:24:04;PWN Internal Log                ;_A0_03_03_03_03;????;
004997;08.08;14/01/25;19:24:27;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004998;08.08;14/01/25;19:24:31;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004999;08.08;14/01/25;19:24:31;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005000;08.08;14/01/25;19:41:54;PWN Internal Log                ;_A0_03_03_03_03;????;
005001;08.08;14/01/25;19:42:17;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005002;08.08;14/01/25;19:42:20;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005003;08.08;14/01/25;19:42:21;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005004;08.08;14/01/25;19:59:43;PWN Internal Log                ;_A0_03_03_03_03;????;
005005;08.08;14/01/25;20:00:06;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005006;08.08;14/01/25;20:00:10;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005007;08.08;14/01/25;20:00:10;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005008;08.08;14/01/25;20:17:33;PWN Internal Log                ;_A0_03_03_03_03;????;
005009;08.08;14/01/25;20:17:56;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005010;08.08;14/01/25;20:18:00;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005011;08.08;14/01/25;20:18:00;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005012;08.08;14/01/25;20:35:23;PWN Internal Log                ;_A0_03_03_03_03;????;
005013;08.08;14/01/25;20:35:46;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005014;08.08;14/01/25;20:35:49;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005015;08.08;14/01/25;20:35:50;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005016;08.08;14/01/25;20:45:15;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005017;08.08;14/01/25;20:53:20;PWN Internal Log                ;_A0_03_03_03_03;????;
005018;08.08;14/01/25;20:53:43;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005019;08.08;14/01/25;20:53:47;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005020;08.08;14/01/25;20:53:47;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005021;08.08;14/01/25;21:11:10;PWN Internal Log                ;_A0_03_03_03_03;????;
005022;08.08;14/01/25;21:11:33;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005023;08.08;14/01/25;21:11:37;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005024;08.08;14/01/25;21:11:37;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005025;08.08;14/01/25;21:29:00;PWN Internal Log                ;_A0_03_03_03_03;????;
005026;08.08;14/01/25;21:29:23;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005027;08.08;14/01/25;21:29:26;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005028;08.08;14/01/25;21:29:26;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005029;08.08;14/01/25;21:46:49;PWN Internal Log                ;_A0_03_03_03_03;????;
005030;08.08;14/01/25;21:47:12;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005031;08.08;14/01/25;21:47:16;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005032;08.08;14/01/25;21:47:16;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005033;08.08;14/01/25;22:04:39;PWN Internal Log                ;_A0_03_03_03_03;????;
005034;08.08;14/01/25;22:05:02;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005035;08.08;14/01/25;22:05:06;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005036;08.08;14/01/25;22:05:06;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005037;08.08;14/01/25;22:22:29;PWN Internal Log                ;_A0_03_03_03_03;????;
005038;08.08;14/01/25;22:22:52;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005039;08.08;14/01/25;22:22:56;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005040;08.08;14/01/25;22:22:56;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005041;08.08;14/01/25;22:40:19;PWN Internal Log                ;_A0_03_03_03_03;????;
005042;08.08;14/01/25;22:40:42;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005043;08.08;14/01/25;22:40:45;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005044;08.08;14/01/25;22:40:45;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005045;08.08;14/01/25;22:58:08;PWN Internal Log                ;_A0_03_03_03_03;????;
005046;08.08;14/01/25;22:58:31;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005047;08.08;14/01/25;22:58:35;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005048;08.08;14/01/25;22:58:35;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005049;08.08;14/01/25;23:15:58;PWN Internal Log                ;_A0_03_03_03_03;????;
005050;08.08;14/01/25;23:16:21;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005051;08.08;14/01/25;23:16:25;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005052;08.08;14/01/25;23:16:25;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005053;08.08;14/01/25;23:33:47;PWN Internal Log                ;_A0_03_03_03_03;????;
005054;08.08;14/01/25;23:34:10;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005055;08.08;14/01/25;23:34:14;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005056;08.08;14/01/25;23:34:14;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005057;08.08;14/01/25;23:51:37;PWN Internal Log                ;_A0_03_03_03_03;????;
005058;08.08;14/01/25;23:51:57;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005059;08.08;14/01/25;23:51:58;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005060;08.08;15/01/25;00:09:21;PWN Internal Log                ;_A0_03_03_03_03;????;
005061;08.08;15/01/25;00:09:44;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005062;08.08;15/01/25;00:09:47;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005063;08.08;15/01/25;00:09:47;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005064;08.08;15/01/25;00:27:11;PWN Internal Log                ;_A0_03_03_03_03;????;
005065;08.08;15/01/25;00:27:34;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005066;08.08;15/01/25;00:27:38;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005067;08.08;15/01/25;00:27:38;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005068;08.08;15/01/25;00:45:01;PWN Internal Log                ;_A0_03_03_03_03;????;
005069;08.08;15/01/25;00:45:24;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005070;08.08;15/01/25;00:45:28;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005071;08.08;15/01/25;00:45:28;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005072;08.08;15/01/25;01:02:51;PWN Internal Log                ;_A0_03_03_03_03;????;
005073;08.08;15/01/25;01:03:14;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005074;08.08;15/01/25;01:03:18;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005075;08.08;15/01/25;01:03:18;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005076;08.08;15/01/25;01:20:41;PWN Internal Log                ;_A0_03_03_03_03;????;
005077;08.08;15/01/25;01:21:04;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005078;08.08;15/01/25;01:21:08;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005079;08.08;15/01/25;01:21:08;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005080;08.08;15/01/25;01:38:30;PWN Internal Log                ;_A0_03_03_03_03;????;
005081;08.08;15/01/25;01:38:51;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005082;08.08;15/01/25;01:38:51;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005083;08.08;15/01/25;01:56:14;PWN Internal Log                ;_A0_03_03_03_03;????;
005084;08.08;15/01/25;01:56:37;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005085;08.08;15/01/25;01:56:41;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005086;08.08;15/01/25;01:56:41;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005087;08.08;15/01/25;02:14:04;PWN Internal Log                ;_A0_03_03_03_03;????;
005088;08.08;15/01/25;02:14:27;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005089;08.08;15/01/25;02:14:31;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005090;08.08;15/01/25;02:14:31;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005091;08.08;15/01/25;02:31:54;PWN Internal Log                ;_A0_03_03_03_03;????;
005092;08.08;15/01/25;02:32:17;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005093;08.08;15/01/25;02:32:20;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005094;08.08;15/01/25;02:32:20;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005095;08.08;15/01/25;02:49:43;PWN Internal Log                ;_A0_03_03_03_03;????;
005096;08.08;15/01/25;02:50:06;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005097;08.08;15/01/25;02:50:10;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005098;08.08;15/01/25;02:50:10;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005099;08.08;15/01/25;03:07:33;PWN Internal Log                ;_A0_03_03_03_03;????;
005100;08.08;15/01/25;03:07:56;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005101;08.08;15/01/25;03:08:00;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005102;08.08;15/01/25;03:08:00;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005103;08.08;15/01/25;03:25:23;PWN Internal Log                ;_A0_03_03_03_03;????;
005104;08.08;15/01/25;03:25:46;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005105;08.08;15/01/25;03:25:50;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005106;08.08;15/01/25;03:25:50;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005107;08.08;15/01/25;03:43:13;PWN Internal Log                ;_A0_03_03_03_03;????;
005108;08.08;15/01/25;03:43:36;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005109;08.08;15/01/25;03:43:39;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005110;08.08;15/01/25;03:43:39;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005111;08.08;15/01/25;04:01:02;PWN Internal Log                ;_A0_03_03_03_03;????;
005112;08.08;15/01/25;04:01:25;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005113;08.08;15/01/25;04:01:29;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005114;08.08;15/01/25;04:01:29;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005115;08.08;15/01/25;04:18:52;PWN Internal Log                ;_A0_03_03_03_03;????;
005116;08.08;15/01/25;04:19:15;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005117;08.08;15/01/25;04:19:19;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005118;08.08;15/01/25;04:19:19;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005119;08.08;15/01/25;04:36:41;PWN Internal Log                ;_A0_03_03_03_03;????;
005120;08.08;15/01/25;04:37:04;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005121;08.08;15/01/25;04:37:08;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005122;08.08;15/01/25;04:37:08;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005123;08.08;15/01/25;04:54:31;PWN Internal Log                ;_A0_03_03_03_03;????;
005124;08.08;15/01/25;04:54:54;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005125;08.08;15/01/25;04:54:58;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005126;08.08;15/01/25;04:54:58;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005127;08.08;15/01/25;05:12:21;PWN Internal Log                ;_A0_03_03_03_03;????;
005128;08.08;15/01/25;05:12:44;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005129;08.08;15/01/25;05:12:47;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005130;08.08;15/01/25;05:12:47;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005131;08.08;15/01/25;05:26:34;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005132;08.08;15/01/25;05:30:19;PWN Internal Log                ;_A0_03_03_03_03;????;
005133;08.08;15/01/25;05:30:42;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005134;08.08;15/01/25;05:30:46;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005135;08.08;15/01/25;05:30:46;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005136;08.08;15/01/25;05:48:09;PWN Internal Log                ;_A0_03_03_03_03;????;
005137;08.08;15/01/25;05:48:32;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005138;08.08;15/01/25;05:48:36;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005139;08.08;15/01/25;05:48:36;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005140;08.08;15/01/25;06:00:42;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005141;08.08;15/01/25;06:06:07;PWN Internal Log                ;_A0_03_03_03_03;????;
005142;08.08;15/01/25;06:06:30;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005143;08.08;15/01/25;06:06:34;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005144;08.08;15/01/25;06:06:34;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005145;08.08;15/01/25;06:23:57;PWN Internal Log                ;_A0_03_03_03_03;????;
005146;08.08;15/01/25;06:24:20;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005147;08.08;15/01/25;06:24:23;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005148;08.08;15/01/25;06:24:23;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005149;08.08;15/01/25;06:41:46;PWN Internal Log                ;_A0_03_03_03_03;????;
005150;08.08;15/01/25;06:42:09;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005151;08.08;15/01/25;06:42:13;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005152;08.08;15/01/25;06:42:13;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005153;08.08;15/01/25;06:59:36;PWN Internal Log                ;_A0_03_03_03_03;????;
005154;08.08;15/01/25;06:59:59;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005155;08.08;15/01/25;07:00:03;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005156;08.08;15/01/25;07:00:03;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005157;08.08;15/01/25;07:17:26;PWN Internal Log                ;_A0_03_03_03_03;????;
005158;08.08;15/01/25;07:17:49;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005159;08.08;15/01/25;07:17:53;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005160;08.08;15/01/25;07:17:53;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005161;08.08;15/01/25;07:35:16;PWN Internal Log                ;_A0_03_03_03_03;????;
005162;08.08;15/01/25;07:35:39;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005163;08.08;15/01/25;07:35:42;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005164;08.08;15/01/25;07:35:43;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005165;08.08;15/01/25;07:53:05;PWN Internal Log                ;_A0_03_03_03_03;????;
005166;08.08;15/01/25;07:53:28;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005167;08.08;15/01/25;07:53:32;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005168;08.08;15/01/25;07:53:32;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005169;08.08;15/01/25;08:11:48;PWN Internal Log                ;_A0_03_03_03_03;????;
005170;08.08;15/01/25;08:12:11;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005171;08.08;15/01/25;08:12:15;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005172;08.08;15/01/25;08:12:15;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005173;08.08;15/01/25;08:30:41;PWN Internal Log                ;_A0_03_03_03_03;????;
005174;08.08;15/01/25;08:31:04;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005175;08.08;15/01/25;08:31:07;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005176;08.08;15/01/25;08:31:07;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005177;08.08;15/01/25;08:48:56;PWN Internal Log                ;_A0_03_03_03_03;????;
005178;08.08;15/01/25;08:49:19;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005179;08.08;15/01/25;08:49:23;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005180;08.08;15/01/25;08:49:23;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005181;08.08;15/01/25;09:07:37;PWN Internal Log                ;_A0_03_03_03_03;????;
005182;08.08;15/01/25;09:08:00;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005183;08.08;15/01/25;09:08:04;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005184;08.08;15/01/25;09:08:04;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005185;08.08;15/01/25;09:26:11;PWN Internal Log                ;_A0_03_03_03_03;????;
005186;08.08;15/01/25;09:26:34;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005187;08.08;15/01/25;09:26:38;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005188;08.08;15/01/25;09:26:38;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005189;08.08;15/01/25;09:45:15;PWN Internal Log                ;_A0_03_03_03_03;????;
005190;08.08;15/01/25;09:45:38;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005191;08.08;15/01/25;09:45:42;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005192;08.08;15/01/25;09:45:42;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005193;08.08;15/01/25;10:03:59;PWN Internal Log                ;_A0_03_03_03_03;????;
005194;08.08;15/01/25;10:04:22;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005195;08.08;15/01/25;10:04:26;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005196;08.08;15/01/25;10:04:26;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005197;08.08;15/01/25;10:22:25;PWN Internal Log                ;_A0_03_03_03_03;????;
005198;08.08;15/01/25;10:22:48;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005199;08.08;15/01/25;10:22:52;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005200;08.08;15/01/25;10:22:52;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005201;08.08;15/01/25;10:40:40;PWN Internal Log                ;_A0_03_03_03_03;????;
005202;08.08;15/01/25;10:41:03;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005203;08.08;15/01/25;10:41:06;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005204;08.08;15/01/25;10:41:06;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005205;08.08;15/01/25;10:47:32;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005206;08.08;15/01/25;10:58:37;PWN Internal Log                ;_A0_03_03_03_03;????;
005207;08.08;15/01/25;10:59:00;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005208;08.08;15/01/25;10:59:04;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005209;08.08;15/01/25;10:59:04;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005210;08.08;15/01/25;11:16:27;PWN Internal Log                ;_A0_03_03_03_03;????;
005211;08.08;15/01/25;11:16:50;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005212;08.08;15/01/25;11:16:54;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005213;08.08;15/01/25;11:16:54;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005214;08.08;15/01/25;11:34:17;PWN Internal Log                ;_A0_03_03_03_03;????;
005215;08.08;15/01/25;11:34:37;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005216;08.08;15/01/25;11:34:37;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005217;08.08;15/01/25;11:52:00;PWN Internal Log                ;_A0_03_03_03_03;????;
005218;08.08;15/01/25;11:52:23;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005219;08.08;15/01/25;11:52:27;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005220;08.08;15/01/25;11:52:27;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005221;08.08;15/01/25;12:09:50;PWN Internal Log                ;_A0_03_03_03_03;????;
005222;08.08;15/01/25;12:10:13;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
005223;08.08;15/01/25;12:10:17;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
005224;08.08;15/01/25;12:10:17;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
005225;08.08;15/01/25;12:27:39;PWN Internal Log                ;_A0_03_03_03_03;????;
005226;08.08;15/01/25;12:28:03;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
