Registro;Versão;Data;Hora;Evento;Info;Descrição;
004331;08.08;09/01/25;13:53:31;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004332;08.08;09/01/25;14:11:42;PWN Internal Log                ;_A0_03_03_03_03;????;
004333;08.08;09/01/25;14:12:05;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004334;08.08;09/01/25;14:12:08;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004335;08.08;09/01/25;14:12:09;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004336;08.08;09/01/25;14:30:07;PWN Internal Log                ;_A0_03_03_03_03;????;
004337;08.08;09/01/25;14:30:30;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004338;08.08;09/01/25;14:30:34;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004339;08.08;09/01/25;14:30:34;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004340;08.08;09/01/25;14:48:42;PWN Internal Log                ;_A0_03_03_03_03;????;
004341;08.08;09/01/25;14:49:05;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004342;08.08;09/01/25;14:49:09;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004343;08.08;09/01/25;14:49:09;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004344;08.08;09/01/25;15:06:36;PWN Internal Log                ;_A0_03_03_03_03;????;
004345;08.08;09/01/25;15:06:59;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004346;08.08;09/01/25;15:07:03;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004347;08.08;09/01/25;15:07:03;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004348;08.08;09/01/25;15:24:26;PWN Internal Log                ;_A0_03_03_03_03;????;
004349;08.08;09/01/25;15:24:49;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004350;08.08;09/01/25;15:24:53;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004351;08.08;09/01/25;15:24:53;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004352;08.08;09/01/25;15:42:39;PWN Internal Log                ;_A0_03_03_03_03;????;
004353;08.08;09/01/25;15:43:02;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004354;08.08;09/01/25;15:43:06;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004355;08.08;09/01/25;15:43:06;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004356;08.08;09/01/25;16:00:58;PWN Internal Log                ;_A0_03_03_03_03;????;
004357;08.08;09/01/25;16:01:21;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004358;08.08;09/01/25;16:01:25;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004359;08.08;09/01/25;16:01:25;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004360;08.08;09/01/25;16:19:05;PWN Internal Log                ;_A0_03_03_03_03;????;
004361;08.08;09/01/25;16:19:28;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004362;08.08;09/01/25;16:19:32;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004363;08.08;09/01/25;16:19:32;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004364;08.08;09/01/25;16:36:55;PWN Internal Log                ;_A0_03_03_03_03;????;
004365;08.08;09/01/25;16:37:18;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004366;08.08;09/01/25;16:37:22;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004367;08.08;09/01/25;16:37:22;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004368;08.08;09/01/25;16:54:45;PWN Internal Log                ;_A0_03_03_03_03;????;
004369;08.08;09/01/25;16:55:08;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004370;08.08;09/01/25;16:55:11;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004371;08.08;09/01/25;16:55:11;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004372;08.08;09/01/25;17:12:34;PWN Internal Log                ;_A0_03_03_03_03;????;
004373;08.08;09/01/25;17:12:57;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004374;08.08;09/01/25;17:13:01;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004375;08.08;09/01/25;17:13:01;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004376;08.08;09/01/25;17:30:24;PWN Internal Log                ;_A0_03_03_03_03;????;
004377;08.08;09/01/25;17:30:47;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004378;08.08;09/01/25;17:30:51;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004379;08.08;09/01/25;17:30:51;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004380;08.08;09/01/25;17:48:14;PWN Internal Log                ;_A0_03_03_03_03;????;
004381;08.08;09/01/25;17:48:37;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004382;08.08;09/01/25;17:48:40;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004383;08.08;09/01/25;17:48:40;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004384;08.08;09/01/25;18:06:03;PWN Internal Log                ;_A0_03_03_03_03;????;
004385;08.08;09/01/25;18:06:26;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004386;08.08;09/01/25;18:06:30;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004387;08.08;09/01/25;18:06:30;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004388;08.08;09/01/25;18:23:53;PWN Internal Log                ;_A0_03_03_03_03;????;
004389;08.08;09/01/25;18:24:14;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004390;08.08;09/01/25;18:24:14;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004391;08.08;09/01/25;18:41:36;PWN Internal Log                ;_A0_03_03_03_03;????;
004392;08.08;09/01/25;18:41:59;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004393;08.08;09/01/25;18:42:03;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004394;08.08;09/01/25;18:42:03;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004395;08.08;09/01/25;18:59:26;PWN Internal Log                ;_A0_03_03_03_03;????;
004396;08.08;09/01/25;18:59:49;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004397;08.08;09/01/25;18:59:53;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004398;08.08;09/01/25;18:59:53;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004399;08.08;09/01/25;19:17:16;PWN Internal Log                ;_A0_03_03_03_03;????;
004400;08.08;09/01/25;19:17:39;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004401;08.08;09/01/25;19:17:42;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004402;08.08;09/01/25;19:17:43;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004403;08.08;09/01/25;19:35:12;PWN Internal Log                ;_A0_03_03_03_03;????;
004404;08.08;09/01/25;19:35:35;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004405;08.08;09/01/25;19:35:39;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004406;08.08;09/01/25;19:35:39;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004407;08.08;09/01/25;19:53:14;PWN Internal Log                ;_A0_03_03_03_03;????;
004408;08.08;09/01/25;19:53:37;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004409;08.08;09/01/25;19:53:40;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004410;08.08;09/01/25;19:53:40;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004411;08.08;09/01/25;20:11:15;PWN Internal Log                ;_A0_03_03_03_03;????;
004412;08.08;09/01/25;20:11:38;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004413;08.08;09/01/25;20:11:42;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004414;08.08;09/01/25;20:11:42;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004415;08.08;09/01/25;20:29:17;PWN Internal Log                ;_A0_03_03_03_03;????;
004416;08.08;09/01/25;20:29:40;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004417;08.08;09/01/25;20:29:43;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004418;08.08;09/01/25;20:29:44;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004419;08.08;09/01/25;20:47:18;PWN Internal Log                ;_A0_03_03_03_03;????;
004420;08.08;09/01/25;20:47:41;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004421;08.08;09/01/25;20:47:45;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004422;08.08;09/01/25;20:47:45;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004423;08.08;09/01/25;21:05:19;PWN Internal Log                ;_A0_03_03_03_03;????;
004424;08.08;09/01/25;21:05:42;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004425;08.08;09/01/25;21:05:46;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004426;08.08;09/01/25;21:05:46;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004427;08.08;09/01/25;21:23:19;PWN Internal Log                ;_A0_03_03_03_03;????;
004428;08.08;09/01/25;21:23:42;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004429;08.08;09/01/25;21:23:46;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004430;08.08;09/01/25;21:23:46;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004431;08.08;09/01/25;21:41:19;PWN Internal Log                ;_A0_03_03_03_03;????;
004432;08.08;09/01/25;21:41:42;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004433;08.08;09/01/25;21:41:46;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004434;08.08;09/01/25;21:41:46;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004435;08.08;09/01/25;21:59:19;PWN Internal Log                ;_A0_03_03_03_03;????;
004436;08.08;09/01/25;21:59:43;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004437;08.08;09/01/25;21:59:46;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004438;08.08;09/01/25;21:59:46;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004439;08.08;09/01/25;22:17:19;PWN Internal Log                ;_A0_03_03_03_03;????;
004440;08.08;09/01/25;22:17:43;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004441;08.08;09/01/25;22:17:46;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004442;08.08;09/01/25;22:17:46;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004443;08.08;09/01/25;22:35:19;PWN Internal Log                ;_A0_03_03_03_03;????;
004444;08.08;09/01/25;22:35:42;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004445;08.08;09/01/25;22:35:46;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004446;08.08;09/01/25;22:35:46;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004447;08.08;09/01/25;22:53:21;PWN Internal Log                ;_A0_03_03_03_03;????;
004448;08.08;09/01/25;22:53:44;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004449;08.08;09/01/25;22:53:48;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004450;08.08;09/01/25;22:53:48;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004451;08.08;09/01/25;23:11:23;PWN Internal Log                ;_A0_03_03_03_03;????;
004452;08.08;09/01/25;23:11:46;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004453;08.08;09/01/25;23:11:50;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004454;08.08;09/01/25;23:11:50;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004455;08.08;09/01/25;23:29:25;PWN Internal Log                ;_A0_03_03_03_03;????;
004456;08.08;09/01/25;23:29:48;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004457;08.08;09/01/25;23:29:51;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004458;08.08;09/01/25;23:29:51;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004459;08.08;09/01/25;23:47:26;PWN Internal Log                ;_A0_03_03_03_03;????;
004460;08.08;09/01/25;23:47:49;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004461;08.08;09/01/25;23:47:53;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004462;08.08;09/01/25;23:47:53;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004463;08.08;10/01/25;00:05:16;PWN Internal Log                ;_A0_03_03_03_03;????;
004464;08.08;10/01/25;00:05:37;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004465;08.08;10/01/25;00:05:37;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004466;08.08;10/01/25;00:23:00;PWN Internal Log                ;_A0_03_03_03_03;????;
004467;08.08;10/01/25;00:23:23;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004468;08.08;10/01/25;00:23:26;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004469;08.08;10/01/25;00:23:26;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004470;08.08;10/01/25;00:40:49;PWN Internal Log                ;_A0_03_03_03_03;????;
004471;08.08;10/01/25;00:41:12;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004472;08.08;10/01/25;00:41:16;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004473;08.08;10/01/25;00:41:16;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004474;08.08;10/01/25;00:58:39;PWN Internal Log                ;_A0_03_03_03_03;????;
004475;08.08;10/01/25;00:59:02;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004476;08.08;10/01/25;00:59:06;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004477;08.08;10/01/25;00:59:06;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004478;08.08;10/01/25;01:16:28;PWN Internal Log                ;_A0_03_03_03_03;????;
004479;08.08;10/01/25;01:16:52;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004480;08.08;10/01/25;01:16:55;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004481;08.08;10/01/25;01:16:55;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004482;08.08;10/01/25;01:34:25;PWN Internal Log                ;_A0_03_03_03_03;????;
004483;08.08;10/01/25;01:34:48;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004484;08.08;10/01/25;01:34:52;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004485;08.08;10/01/25;01:34:52;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004486;08.08;10/01/25;01:52:26;PWN Internal Log                ;_A0_03_03_03_03;????;
004487;08.08;10/01/25;01:52:49;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004488;08.08;10/01/25;01:52:53;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004489;08.08;10/01/25;01:52:53;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004490;08.08;10/01/25;02:10:28;PWN Internal Log                ;_A0_03_03_03_03;????;
004491;08.08;10/01/25;02:10:51;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004492;08.08;10/01/25;02:10:55;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004493;08.08;10/01/25;02:10:55;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004494;08.08;10/01/25;02:28:29;PWN Internal Log                ;_A0_03_03_03_03;????;
004495;08.08;10/01/25;02:28:52;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004496;08.08;10/01/25;02:28:56;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004497;08.08;10/01/25;02:28:56;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004498;08.08;10/01/25;02:46:31;PWN Internal Log                ;_A0_03_03_03_03;????;
004499;08.08;10/01/25;02:46:54;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004500;08.08;10/01/25;02:46:58;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004501;08.08;10/01/25;02:46:58;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004502;08.08;10/01/25;03:04:32;PWN Internal Log                ;_A0_03_03_03_03;????;
004503;08.08;10/01/25;03:04:55;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004504;08.08;10/01/25;03:04:59;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
004505;08.08;10/01/25;03:04:59;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
004506;08.08;10/01/25;03:22:32;PWN Internal Log                ;_A0_03_03_03_03;????;
004507;08.08;10/01/25;03:22:55;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
004508;08.08;10/01/25;03:22:59;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
